Song,Artist,Average_Rank,Max_Rank,First_Week_on_Board,First_Rank_on_Board,Last_Week_on_Board,Last_Rank_on_Board,Weeks_on_Board,track_id,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,tag,year,views,features,lyrics,id
Sending All My Love,Linear,36.96296296296296,5,2/14/1990,92,8/15/1990,91,27,6zNPPFFrxmhpTQejOn1Wm1,49,6qnHcP6z0qNjupb9mkSyG0,Linear,2/8/2005,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.703,0.517,7,-13.644,1,0.0529,4.07e-4,0.0969,0.0963,0.768,104.833,234067,pop,1990,5008,{},"[Intro]
Nothing really matters to me
When you're gone, when you're gone
Nothing really matters to me
When you're gone, when you're gone

[Verse 1]
Girl, I close my eyes
And then I start to cry for you
You're the reason why
I have to say goodbye to you

This pain I have inside
Just makes me want to die for you
All these lonely nights
They just don't seem so right for you

I'm sending you all my...

[Chorus]
Sending all my love
I'm sending all my love to you
I'm sending all my love
I'm sending all my love to you
[Verse 2]
Every move you make
Day by day, I pray for you
When I close my eyes
Teardrops start to fall for you

I'm sending all my love
Sending all my love to you
This pain I have inside
Just makes me want to die for you

[Chorus]
I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you

[Bridge]
I'm sending all my love
Sending all my love to you
(Sending you all my)

Sending all my love
Sending all my love to you

[Verse 3]
Girl, I close my eyes
And then I start to cry for you
You're the reason why
I have to say goodbye to you
This pain I have inside
Just makes me want to cry for you
All these lonely nights
They just don't seem so right for you

[Chorus]
I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you

I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you
(Sending you all my...)",2034620
Broken Clocks,SZA,94,82,3/14/2018,100,4/25/2018,97,4,2fXwCWkh6YG5zU1IyvQrbs,72,76290XdXVF9rPzGdNRWdCh,Ctrl,6/9/2017,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.684,0.683,6,-7.366,1,0.177,0.13,0,0.156,0.406,112.856,231253,rb,2017,1213759,{},"[Verse 1]
Run fast from my day job
Runnin' fast from the way it was
Jump quick to a pay check
Runnin' back to the strip club
I'm never goin' back, never goin' back
No, you can't make me
Never goin' back, never goin' back (Nah)
They'll never take me
I've paid enough of petty dues
I've heard enough of shitty news
I've had a thing for dirty shoes since I was 10
Love dirty men alike

[Pre-Chorus]
Ooh
Better day than yesterday (Keep cuttin' up)
Ooh oh
I just take it day by day
Ooh oh oh
Never hearing what they say (Uh)
Ooh ooh (Mm)
I just do it my way
[Chorus]
All I got is these broken clocks
I ain't got no time
Just burnin' daylight
Still love, and it's still love, and it's still love
It's still love, still love (Still love), still love
It's still love, it's still love
Nothin' but love for you (Nothin' but-)
Nothin' but love (Nothin' but-)
Nothin' but love

[Post-Chorus]
All that I've got, pieces and pages
Talkin' a lot, sorry I'm faded
(Turnin' up real good tonight)
Think I forgot
(Think I forgot the other night)
You love me, you love me, you love me

[Verse 2]
Got a shift at 10 AM (Yeah)
Gotta dip at 10 PM (Nah)
Gotta get that cash
Won't get past a lunch break
I ain't had a smoke break
In about two days, don't break (Ugh)
Been about three years since I dated you
Why you still talkin' 'bout me like we together?
I moved on for the better, you moved on to whoever
I was down for whatever, and then some
You gon' make me late to work again
[Pre-Chorus]
Ooh
Better day than yesterday
Ooh
I just take it day by day
Ooh oh oh
Never hearing what they say
Ooh, ooh
I just do it my way (Keep doin' it)

[Chorus]
All I got is these broken clocks
I ain't got no time
Just burnin' daylight
Still love, and it's still love, and it's still love
It's still love, still love, still love (Still love)
It's still love, and it's still love (Still love)
Nothin' but love for you
Nothin' but love (Nothin' but)
Nothin' but love

[Bridge]
I don't eat, can't sleep past 9 AM (Uhh)
Heartbeat make me feel young again (Like a, feel like a…)
Can't beat 'em, just join the party (Let me join the party)
I don't wanna, don't need nobody (Ooh)
[Post-Chorus]
All that I've got, pieces and pages
Talking a lot, sorry I'm faded
Think I've forgot, you love me
You love me, you love me

[Outro]
You love me
You love me
You love me",2489949
I Still Haven't Found What I'm Looking For,U2,25.294117647058822,1,6/10/1987,51,9/30/1987,88,17,6wpGqhRvJGNNXwWlPmkMyO,76,5y6wlw1LnqFnQFruMeiwGU,The Joshua Tree (Super Deluxe),3/3/1987,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,NA,NA,NA,NA,NA,NA
Innocent,The Whispers,73,55,8/1/1990,91,10/10/1990,96,11,0PRgPkCr1xGzXcVbHb8njU,22,3m6teYhTYkU2emsaNzaQOC,More Of The Night,1/1/1990,New Jack Swing | The Best 👌,3m4z6komWDtKly3Q1FvFmN,r&b,new jack swing,0.751,0.601,1,-8.206,1,0.044,0.00823,0.00329,0.0651,0.772,104.414,316467,pop,1990,386,{},"Girl, girl

Hey listen girl, I can't explain
What happened to me, oh, no
I just looked at you, babe
And suddenly my body felt weak, over you

Oh, I really should leave but I got to stay
I want you, girl, in my own way
What can I do to make you see
That I really need you too

We are innocent, oh baby girl
Innocent lover, in heat, in my life
We are innocent, sugar baby
Innocent love for more than one night

Baby, something inside is telling me
Your love is so sweet, so, so nice
And you can be sure, babe
That I'm gonna do you just right, just, just right
Oh, oh, no useless games, I'm gonna play
'Cause I bet you want me in the right way
Sugar, you're fine and sure to please
So I'll give my mind so freely

Innocent, baby girl, innocent lover, in heat, in my life
Baby, don't you know I really want you
Innocent, girl, innocent lover for more than one night
Than one night, baby

Innocent, girl
Innocent lover, in heat, in my life
I need a lover in my life
Innocent, innocent lover for more than one night

I really should leave but I got to stay
I want you, girl in my own way
What can I do to make you see
That I really need you too

Innocent

I'll give you love, I'll treat your right
Don't worry, girl everything will be all right
Innocent, I need a girl, that's sugar fine
Sure to please, and wanna be mine all mine
Innocent
Innocent lover, in heat, in my life
Innocent, innocent lover
For more than one night

Innocent, girl
Innocent lover, in heat, in my life
I need a lover in my life
Innocent",967049
Gimme Back My Bullets,Lynyrd Skynyrd,68.75,20,2/18/1976,104,6/2/1976,159,16,4WAOeFAymBTuAHQjR095Xy,0,6TBwXfQCeLoVIOW53dNLqz,The Complete Collection,1/1/2008,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.42,0.78,1,-8.628,1,0.0465,0.314,8.17e-6,0.0785,0.961,168.897,208880,rock,1976,17131,{},"[Verse 1]
Life is so strange when it's changing, yes indeed
Well I've seen the hard times and the pressure's been on me
But I keep on working like the working man do
And I've got my act together, going to walk all over you

[Chorus]
Gimme back my bullets
Put 'em back where they belong
Ain't fooling around cause I done had my fun
Ain't gonna see no more damage done
Gimme back my bullets

[Verse 2]
Sweet talking people done ran me out of town
And I drank enough whiskey to float a battleship around
But I'm leaving this game one step ahead of you
And you will not hear me cry because I do not sing the blues

[Chorus]
[Verse 3]
Been up and down since I turned seventeen
Well I've been on top, and then it seems I lost my dream
But I got it back, I'm feeling better everyday
Tell all those pencil pushers, better get out of my way

[Chorus]",395347
I Will Survive,Gloria Gaynor,33.925925925925924,1,12/13/1978,87,6/13/1979,95,27,6b8IKVufOkAawvQVguQxmo,17,2ZKHRi6J0lQXWpFNITH45t,Universal Masters Collection,1/1/1999,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.773,0.641,0,-10.375,1,0.0421,0.0154,0.00104,0.302,0.66,116.287,197573,rb,1978,573603,{},"[Intro]
At first I was afraid, I was petrified
Kept thinkin' I could never live without you by my side
But then I spent so many nights thinkin' how you did me wrong
And I grew strong, and I learned how to get along

[Verse 1]
And so you're back, from outer space
I just walked in to find you here with that sad look upon your face
I should have changed that stupid lock
I should have made you leave your key
If I'd have known for just one second you'd be back to bother me

[Pre-Chorus]
Go on now, go, walk out the door
Just turn around now, 'cause you're not welcome anymore
Weren't you the one who tried to hurt me with goodbye?
Did you think I'd crumble? Did you think I'd lay down and die?

[Chorus]
Oh no, not I, I will survive
Oh, as long as I know how to love, I know I'm still alive
I've got all my life to live, and I've got all my love to give
And I'll survive, I will survive, hey hey
[String Solo]

[Verse 2]
It took all the strength I had, not to fall apart
Just tryin' hard to mend the pieces of my broken heart
And I spent oh so many nights just feeling sorry for myself
I used to cry, but now I hold my head up high
And you see me, somebody new
I'm not that chained up little person still in love with you
And so you felt like droppin' in and just expect me to be free
Well, now I'm saving all my lovin' for someone who's lovin' me

[Pre-Chorus]
Go on now, go, walk out the door
Just turn around now, 'cause you're not welcome anymore
Weren't you the one who tried to break me with goodbye?
Did you think I'd crumble? Did you think I'd lay down and die?

[Chorus]
Oh no, not I, I will survive
Oh, as long as I know how to love, I know I'm still alive
I've got all my life to live, and I've got all my love to give
And I'll survive, I will survive, oh

[Pre-Chorus]
Go on now go, walk out the door
Just turn around now, 'cause you're not welcome anymore
Weren't you the one who tried to break me with goodbye?
Did you think I'd crumble? Did you think I'd lay down and die?
[Chorus]
Oh no, not I, I will survive
Oh, as long as I know how to love, I know I'm still alive
I've got all my life to live, and I've got all my love to give
And I'll survive, I will survive, I will survive

[Saxophone Solo]

[Verse 2]
It took all the strength I had, not to fall apart
Just tryin' hard to mend the pieces of my broken heart
And I spent oh so many nights just feeling sorry for myself
I used to cry, but now I hold my head up high
And you see me, somebody new
I'm not that chained up little person still in love with you
And so you felt like droppin' in and just expect me to be free
Well, now I'm saving all my lovin' for someone who's lovin' me

[Pre-Chorus]
Go on now go, walk out the door
Just turn around now, 'cause you're not welcome anymore
Weren't you the one who tried to hurt me with goodbye?
Did you think I'd crumble? Did you think I'd break down and die?

[Chorus]
Oh no, not I, I will survive
Oh, as long as I know how to love, I know I'll stay alive
I've got all my life to live, and I've got all my love to give
And I'll survive, I will survive, I will survive
[Outro]
I've got all my life to live, and I've got so much love to give
And I'll survive, yes, I'll survive, yeah, I'll survive",152579
Criticize,Alexander O'Neal,78.63636363636364,70,11/11/1987,97,1/20/1988,97,11,18ZRmY7kNZQQHpopsSVxwJ,53,5K4obZM7WvlNQ5B9CJ6KgA,Hearsay,7/29/1987,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.659,0.759,11,-12.455,0,0.0436,0.0792,1.09e-6,0.0564,0.74,116.943,247400,rb,1987,15788,"{""Alexander O\\'Neal""}","[Verse 1: Alexander O'Neal]
Can't you find something else to talk about?
Is this song the only one you sing?
Makes you look better when you put things down
Value your opinion

[Pre-Chorus: Alexander O'Neal]
Don't criticize my friends
Criticize my ideas
Don't criticize my lifestyle
I'm fed up 'cause all you wanna do is criticize

[Chorus: Lisa Keith, Alexander O'Neal]
Don't just close your mind
Ooh, ooh (Criticize, yeah)
You don't realize (All you wanna do is criticize)
I just want what is right
Still you say
Criticize

[Verse 2: Alexander O'Neal]
Now can't we start this over?
'Cause your conversation ain't right
We can make our love stronger
You don't have to think twice
[Pre-Chorus: Alexander O'Neal]
Don't criticize my friends
Criticize my ideas
Don't criticize my lifestyle
I'm fed up 'cause all you wanna do is criticize

[Chorus: Lisa Keith, Alexander O'Neal]
Don't just close your mind
Ooh, ooh (Criticize, yeah)
You don't realize (All you wanna do is criticize)
I just want what is right
Still you say
Criticize
Don't just close your mind
(All you wanna do is criticize)
Ooh, ooh (Criticize, yeah)
You don't realize (All you wanna do is criticize)
I just want what is right
Still you say
Criticize

[Instrumental Break]

[Pre-Chorus: Alexander O'Neal]
Don't criticize my motive
Criticize my feeling
Don't criticize my business
I'm fed up 'cause all you wanna do is criticize
[Chorus: Lisa Keith, Alexander O'Neal]
Don't just close your mind
Ooh, ooh (Criticize, yeah)
You don't realize (All you wanna do is criticize)
I just want what is right
Still you say
Criticize (Criticize, yeah)
Don't just close your mind
(All you wanna do is criticize)
Ooh, ooh (Criticize, yeah)
You don't realize (All you wanna do is criticize)
I just want what is right
Still you say
Criticize

[Outro: Alexander O'Neal, Lisa Keith]
Ooh-wee, you and me, yeah
Gotta be your man
Stand beside me, baby
Don't you go walking out that door
No, no, no, no, baby
(Don't just close your mind)
Baby, don't criticize
(Ooh, ooh)
Oh, criticize me
(You don't realize)
Ooh-wee, baby, gotta have your love
I just want what is right
Still you say
Criticize
Don't just close your mind
Ooh, ooh
You don't realize",789734
Piggy Bank,50 Cent,88,88,3/23/2005,88,3/23/2005,88,1,4f6EmVhrIZpKr4cRyCi3Jk,0,1uPgrKETW0Sk5gyKH2d2lQ,The Massacre,3/3/2005,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.569,0.855,10,-4.118,0,0.285,0.0123,0,0.332,0.866,86.021,255173,rap,2005,135499,{},"[Produced by Needlz]

[Chorus]
Clickity-clank, clickity-clank
The money goes into my piggy bank
Clickity-clank, clickity-clank
The money goes into my piggy bank

[Refrain]
Man I’ll get at you! My knife cuts your skin
I’ll get at you! Blow shots at your man
I’ll get at you! 2Pac don’t pretend
I’ll get at you! I’ll put that to an end

[Verse 1]
That damn shit is old, don’t be screamin’ “Get at Me Dog”
Have you runnin’ for your life when I match ya part
I get to wavin’ that semi like it’s legal
A lil’ nigga hurt his arm, lettin’ off that Eagle, you know me
Black on black Bentley, big ol’ black nine
I’ll clap your monkey-ass, yeah black on black crime
Big ol’ chrome rims gleam, you know how I shine
C’mon on man, you know how I shine
I’m in the hood, in the drop, Teflon vinyl top
Got a 100 guns, a 100 clips, why I don’t hear no shots?
That fat nigga thought “Lean Back” was “In da Club”
My shit sold eleven mill’, his shit was a dud
Jada’ don’t fuck with me, if you wanna eat
Cause I’ll do yo’ little ass like Jay did Mobb Deep
Yeah homey in New York niggas like your vocals
But that’s only New York dawg, yo’ ass is local
[Chorus]
Clickity-clank, clickity-clank
The money goes into my piggy bank
Clickity-clank, clickity-clank
The money goes into my piggy bank

[Post-Chorus]
Yeah, yeah-yeah! Get more money, more money
Yeah, yeah-yeah! Get more money, more money
Yeah, yeah-yeah! Get more money, more money
Yeah, yeah-yeah! Get more money, more money

[Verse 2]
Banks’ shit, sells; Buck’s shit, sells
Game’s shit, sells; I’m rich as hell
Shyne poppin’ off his mouth from a cell
He don’t want it with me, he in PC
I could have a nigga run up on him with a shank
For just a few pennies out my piggy bank
Yayo bring the condoms, I’m in Room 203
Freak bitch look like Kim before the surgery
It’s an emergency, for Michael Jackson see
Looked at a picture and says she looks like me
Kelis said her milkshake bring all the boys to the yard
Then Nas went, and tattooed the bitch on his arm
I mean like way out in Cali niggas know you, cuz
First thing they say about you is you’s a sucker for love
This is chess not checkers, these are warning shots
After your next move I’ll give you what I got
[Chorus]
Clickity-clank, clickity-clank
The money goes into my piggy bank
Clickity-clank, clickity-clank
The money goes into my piggy bank

[Post-Chorus]
Yeah, yeah-yeah! Get more money, more money
Yeah, yeah-yeah! Get more money, more money
Yeah, yeah-yeah! Get more money, more money
Yeah, yeah-yeah! Get more money, more money

[Refrain]
When I get at you I’ll punch out your grill
I’ll get at you! Let off that blue steel
I’ll get at you! Nigga I’m for real
I’ll get at you! Could get yo’ ass killed

[Outro]
Yeah
Yeahhhhhh
Hahahaha
Ya’ll niggas gotta do somethin' now man
All that shoot ‘em up shit ya’ll be talkin’
You gotta do somethin' baby
I mean, I mean c'mon man everybody’s listenin'
Nigga everybody’s listenin'
Hahahahahahaha
I know you ain’t gon' just let 50 do you like that
I mean damn rep your hood nigga
Nigga you hard right?
Pop off
Yayo give my orders to my niggas on the phone
And tell the niggas I said clip up
Niggas got a green light on these monkies
Hahahaha",797
21 Guns,Green Day,35.45,22,7/8/2009,55,11/18/2009,60,20,64yrDBpcdwEdNY9loyEGbX,75,1AHZd3C3S8m8fFrhFxyk79,21st Century Breakdown,5/15/2009,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,321093,rock,2009,408055,{},"[Verse 1]
Do you know what's worth fighting for
When it's not worth dying for?
Does it take your breath away
And you feel yourself suffocating?
Does the pain weigh out the pride
And you look for a place to hide?
Did someone break your heart inside?
You're in ruins

[Chorus]
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
You and I

[Verse 2]
When you're at the end of the road
And you lost all sense of control
And your thoughts have taken their toll
When your mind breaks the spirit of your soul
Your faith walks on broken glass
And the hangover doesn't pass
Nothing's ever built to last
You're in ruins
[Chorus]
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
You and I

[Bridge]
Did you try to live on your own
When you burned down the house and home
Did you stand too close to the fire?
Like a liar looking for forgiveness from a stone

[Guitar Solo]

[Verse 3]
When it's time to live and let die
And you can't get another try
Something inside this heart has died
You're in ruins

[Chorus]
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky
You and I",182153
Carry On Wayward Son,Kansas,37.45,11,12/22/1976,87,5/4/1977,68,20,5sMIFZaagXcwKiSfl95zIW,55,6snBRWjoKga2RVZdQRoGvI,OCC ROCKS,10/27/2009,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,0.406,0.683,0,-6.593,1,0.0327,0.00199,1.29e-5,0.383,0.821,126.737,205667,rock,1976,279384,{},"[Chorus]
Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more

[Verse 1]
Once I rose above the noise and confusion
Just to get a glimpse beyond this illusion
I was soaring ever higher
But I flew too high
Though my eyes could see, I still was a blind man
Though my mind could think, I still was a mad man
I hear the voices when I'm dreaming
I can hear them say

[Chorus]
Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more
[Verse 2]
Masquerading as a man with a reason
My charade is the event of the season
And if I claim to be a wise man, well
It surely means that I don't know
On a stormy sea of moving emotion
Tossed about I'm like a ship on the ocean
I set a course for winds of fortune
But I hear the voices say

[Chorus]
Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more, no

[Guitar Solo]

[Bridge]
Carry on, you will always remember
Carry on, nothing equals the splendor
Now your life's no longer empty
But surely heaven waits for you

[Chorus]
Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry, don't you cry no more
[Guitar Solo Outro]
No more",94674
More Than Words,Extreme,29.375,1,3/20/1991,81,8/28/1991,88,24,2SbsvihBJmgNKZ4qkXFWrp,75,7GOk2a0toWcEMGEm8uKLyz,Extreme II - Pornograffitti,1/1/1990,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0.623,0.127,6,-14.935,1,0.0306,0.452,0,0.114,0.237,91.625,334040,rock,1991,292353,{},"[Verse 1: Gary Cherone]
Saying ""I love you""
Is not the words I want to hear from you
It's not that I want you
Not to say, but if you only knew
How easy it would be to show me how you feel
More than words is all you have to do to make it real
Then you wouldn't have to say that you love me
'Cause I'd already know

[Chorus]
What would you do if my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say if I took those words away?
Then you couldn't make things new
Just by saying, ""I love you""

Da-de-da-la-de-da
La-de-dei-dei-dei
More than words
Da-de-da-la-de-da
[Verse 2: Gary Cherone]
Now that I've tried to talk to you and make you understand
All you have to do is close your eyes
And just reach out your hands and touch me
Hold me close, don't ever let me go
More than words is all I ever needed you to show
Then you wouldn't have to say that you love me
'Cause I'd already know

[Chorus]
What would you do if my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say if I took those words away?
Then you couldn't make things new
Just by saying, ""I love you""

Da-de-da-la-de-da
La-de-dei-dei-dei
More than words
Da-de-da-la-de-da
La-de-dei-dei-dei
More than words
La-de-dei-dei-dei
La-de-dei-dei-dei
La-de-dei-dei-dei
More than words
More than words
[Outro]
More than words",254718
Vete,Bad Bunny,81.11111111111111,33,12/4/2019,33,4/8/2020,97,18,5DxXgozhkPLgrbKFY91w0c,93,3fxzSn0ObgCjLadyR53ohN,Vete,11/21/2019,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-6,0.101,0.526,91.976,192024,pop,2019,471355,{},"[Letra de ""Vete""]

[Intro]
(Yeh-yeh-yeh-yeh, yeh-yeh-yeh-yeh)
Si te vas, yo quiero saber si tú te vas
Mami, cuando tú quieras, cuando tú quieras, yeh, yeh

[Coro]
Vete, eh-eh-eh
Nadie te está aguantando y la puerta está abierta, eh
No te preocupe' por nosotro' do', nuestra historia ya está muerta
Espero que seas feliz y que te diviertas, eh
Pero pa' acá no vuelvas, no-no-no-no
Vete, eh-eh-eh
Nadie te está aguantando y la puerta está abierta, eh
No te preocupe' por nosotro' do', nuestra historia ya está muerta
Espero que seas feliz y que te diviertas, eh
Pero pa' acá no vuelvas, no-no-no-no

[Verso]
Ey, dime, ¿qué esperas?
Baby, te quiero, pero afuera
Ere' alguien por dentro y otra por fuera
Y ya no siento nada cuando te encuera'
Dame-dame banda, eh
En mi corazón ya tú no ere' la que manda
Se acabó, por ti ya no siento nada
De nuestra serie ya no salen temporada'
Así que vete lejo', dile al diablo que te envíe el pin
Hace tiempo que no somo' un team
Pa'l carajo nuestro aniversario y San Valentín
Ya no hay más Christian Lou ni los traje' en satén
Síguelo, que está verde, eh
Que tiene' la culpa, es lo que te muerde
Quédate con el perro, pa' que de mí te acuerde'
Y piense' en to' lo que te pierde'
[Puente]
Pero te deseo suerte, ahora soy má' fuerte
Gracia' a to' lo que me hiciste, eh
Tú nunca me quisiste, eh
No sé por qué me insiste'
Pero te deseo suerte, ahora soy má' fuerte
Gracia' a to' lo que me hiciste, eh
Tú nunca me quisiste, eh
No sé por qué me insiste'

[Coro]
Vete, eh-eh-eh
Nadie te está aguantando y la puerta está abierta, eh
No te preocupe' por nosotro' do', nuestra historia ya está muerta
Espero que seas feliz y que te diviertas, eh
Pero pa' acá no vuelvas, no-no-no-no
Vete, eh-eh-eh
Nadie te está aguantando y la puerta está abierta, eh
No te preocupe' por nosotro' do', nuestra historia ya está muerta
Espero que seas feliz y que te diviertas, eh
Pero pa' acá no vuelvas, no-no-no-no

[Outro]
Hazen",5037892
He Said She Said,Ashley Tisdale,81.25,58,1/24/2007,77,2/6/2008,83,8,0jTTjg6q4jsd2RhuHwTvLj,53,18Cdeub4WBPKku92zlsfWp,Headstrong,2007,post-teen pop,4TvZA7Pml7mHLgbwNomlnm,pop,post-teen pop,0.694,0.709,7,-6.205,0,0.103,0.0966,0,0.267,0.566,114.966,188000,pop,2006,19065,{},"[Intro]
Ah...

[Verse 1]
Boy walk in the spot, he's so fresh, and (Uh-huh)
He got what he needs to impressin' (Uh-huh)
Just look at the way that he dressin'
Ain't no question, chicks like, ""Ooh!""
Girl walkin' the spot, she stop traffic (Uh-huh)
She's blowin' your mind with her asset (Uh-huh)
So Jessica Alba fantastic
Instant classic, boys like, ""Oh!""

[B-Section]
Maybe I can see us movin' like that (Like that)
Maybe I can see us touchin' like that (Like that)
Baby, I can see us kissin' like that (Like that)
We don't need no more that he said she said
Maybe I can see us movin' like that (Like that)
Maybe I can see us touchin' like that (Like that)
Baby, I can see us kissin' like that (Like that)
We don't need no more that he said she said
[Chorus]
He said, ""girl, you winnin'"" (Girl)
She said, ""boy, where you been at?"" (Where you been?)
""Stop talkin', let's get with it""
Just like that, they
He said, ""You're amazing"" (Yeah, they said)
She said, ""Then why you waiting?""
""No more deliberating, what you doin'? Let's get to it""
Just like that, they

[Verse 2]
Boy actin' as if there's no pressure (Uh-huh)
He do anything to get with her (Uh-huh)
He say anything to convince her
Money spent too, diamonds send her (Oh)
Girl playin' it cool, but she's with it (Uh-huh)
She lovin' the fact that she's gifted (Uh-huh)
Everything he do, she gets lifted
Feels so wicked lovin' like, oh

[B-Section]
Maybe I can see us movin' like that (Like that)
Maybe I can see us touchin' like that (Like that)
Baby, I can see us kissin' like that (Like that)
We don't need no more that he said she said (Oh)
Maybe I can see us movin' like that (Like that)
Maybe I can see us touchin' like that (Like that)
Baby, I can see us kissin' like that (Like that)
We don't need no more that he said she said
[Chorus]
He said, ""Girl, you winnin'"" (Yeah, yeah)
She said, ""Boy, where you been at?"" (Oh oh)
""Stop talkin', let's get with it""
Just like that, they (Just like that)
He said, ""You're amazing"" (Oh)
She said, ""Then why you waiting?"" (Ooh)
""No more deliberating, what you doin'? Let's get to it"" (No more)
Just like that, they

[Bridge]
One night with you (Yeah)
Boy, just one night with you (Just one)
All the things we could do
Every day I think of
One night with you
No one else but us two
All our dreams would come true (Oh yeah)
If we'd just get together (Yeah, yeah, yeah)

[B-Section]
Maybe I can see us movin' like that (Like that)
Maybe I can see us touchin' like that (Like that, yeah)
Baby, I can see us kissin' like that (Like that)
We don't need no more that he said she said
Maybe I can see us movin' like that (Like that) (Oh)
Maybe I can see us touchin' like that (Like that) (Oh)
Baby, I can see us kissin' like that (Like that)
We don't need no more that he said she said
[Break]
Uh, what you waitin' for?

[Chorus]
He said, ""Girl, you winnin'"" (Oh)
She said, ""Boy, where you been at?"" (Yeah)
""Stop talkin', let's get with it""
Just like that, they
He said, ""You're amazing""
She said, ""Then why you waiting?""
""No more deliberating, what you doin'? Let's get to it"" (Yeah)
Just like that, they (Give it to it, baby)

[Outro]
You're gonna like it (Ooh)
You're gonna want it
You're gonna like it
We don't need no more that he said she said
You're gonna like it (Yeah)
You're gonna want it (You're gonna want it)
You're gonna like it (Yeah, yeah)
We don't need no more that he said she said (Uh)",417765
Roxanne,The Police,55.61538461538461,32,2/21/1979,82,5/16/1979,91,13,3EYOJ48Et32uATr9ZmLnAo,77,1H9g6j4Wwj6wh6p8YHVtkf,Outlandos D'Amour (Remastered 2003),11/2/1978,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-6,0.0473,0.663,134.114,191947,rock,1978,359603,{},"[Intro]

[Verse 1]
Roxanne
You don't have to put on the red light
Those days are over
You don't have to sell your body to the night
Roxanne
You don't have to wear that dress tonight
Walk the streets for money
You don't care if it's wrong or if it's right

[Pre-Chorus]
Roxanne
You don't have to put on the red light
Roxanne
You don't have to put on the red light

[Chorus]
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light, oh
[Verse 2]
I loved you since I knew you
I wouldn't talk down to ya
I have to tell you just how I feel
I won't share you with another boy
I know my mind is made up
So put away your make up
Told you once
I won't tell you again it's a bad way

[Pre-Chorus]
Roxanne
You don't have to put on the red light
Roxanne
You don't have to put on the red light

[Outro]
(Roxanne) You don't have
To put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) You don't have
To put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light",64171
