QKEY,DEVICE_TYPE_W144,SMUSE_a_W144,SMUSE_c_W144,SMUSE_d_W144,SMUSE_i_W144,SMUSE2_a_W144,SMUSE2_c_W144,SMUSE2_d_W144,SMUSE2_i_W144,SOCIALNEWS2_a_W144,SOCIALNEWS2_c_W144,SOCIALNEWS2_d_W144,SOCIALNEWS2_i_W144,FBWHY_a_W144,FBWHY_b_W144,FBWHY_c_W144,FBWHY_d_W144,FBWHY_e_W144,FBWHY_f_W144,FBWHY_g_W144,FBDEMOCRACY_W144,FBSOURCE_a_W144,FBSOURCE_b_W144,FBSOURCE_c_W144,FBSOURCE_d_W144,FBSOURCE_e_W144,FBTYPE_a_W144,FBTYPE_b_W144,FBTYPE_c_W144,FBTYPE_d_W144,FBACC_W144,FBINFLUENCE_W144,FBELSE_W144,FBWORN_W144,FBHARASS_W144,FBSHARE_W144,FBSHAREPOL_W144,FBWHYSP_a_W144,FBWHYSP_b_W144,FBWHYSP_c_W144,FBWHYSP_d_W144,FBWHYNTSP_a_W144,FBWHYNTSP_b_W144,FBWHYNTSP_c_W144,FBWHYNTSP_d_W144,FBSEEPOL_W144,FBPOLIDEO_W144,FBFREEEXP_W144,IGWHY_a_W144,IGWHY_b_W144,IGWHY_c_W144,IGWHY_d_W144,IGWHY_e_W144,IGWHY_f_W144,IGWHY_g_W144,IGDEMOCRACY_W144,IGSOURCE_a_W144,IGSOURCE_b_W144,IGSOURCE_c_W144,IGSOURCE_d_W144,IGSOURCE_e_W144,IGTYPE_a_W144,IGTYPE_b_W144,IGTYPE_c_W144,IGTYPE_d_W144,IGACC_W144,IGINFLUENCE_W144,IGELSE_W144,IGWORN_W144,IGHARASS_W144,IGSHARE_W144,IGSHAREPOL_W144,IGWHYSP_a_W144,IGWHYSP_b_W144,IGWHYSP_c_W144,IGWHYSP_d_W144,IGWHYNTSP_a_W144,IGWHYNTSP_b_W144,IGWHYNTSP_c_W144,IGWHYNTSP_d_W144,IGSEEPOL_W144,IGPOLIDEO_W144,IGFREEEXP_W144,XTWHY_a_W144,XTWHY_b_W144,XTWHY_c_W144,XTWHY_d_W144,XTWHY_e_W144,XTWHY_f_W144,XTWHY_g_W144,XTDEMOCRACY_W144,XTSOURCE_a_W144,XTSOURCE_b_W144,XTSOURCE_c_W144,XTSOURCE_d_W144,XTSOURCE_e_W144,XTTYPE_a_W144,XTTYPE_b_W144,XTTYPE_c_W144,XTTYPE_d_W144,XTACC_W144,XTINFLUENCE_W144,XTELSE_W144,XTWORN_W144,XTHARASS_W144,XTSHARE_W144,XTSHAREPOL_W144,XTWHYSP_a_W144,XTWHYSP_b_W144,XTWHYSP_c_W144,XTWHYSP_d_W144,XTWHYNTSP_a_W144,XTWHYNTSP_b_W144,XTWHYNTSP_c_W144,XTWHYNTSP_d_W144,XTSEEPOL_W144,XTPOLIDEO_W144,XTFREEEXP_W144,TTWHY_a_W144,TTWHY_b_W144,TTWHY_c_W144,TTWHY_d_W144,TTWHY_e_W144,TTWHY_f_W144,TTWHY_g_W144,TTDEMOCRACY_W144,TTSOURCE_a_W144,TTSOURCE_b_W144,TTSOURCE_c_W144,TTSOURCE_d_W144,TTSOURCE_e_W144,TTTYPE_a_W144,TTTYPE_b_W144,TTTYPE_c_W144,TTTYPE_d_W144,TTACC_W144,TTINFLUENCE_W144,TTELSE_W144,TTWORN_W144,TTHARASS_W144,TTSHARE_W144,TTSHAREPOL_W144,TTWHYSP_a_W144,TTWHYSP_b_W144,TTWHYSP_c_W144,TTWHYSP_d_W144,TTWHYNTSP_a_W144,TTWHYNTSP_b_W144,TTWHYNTSP_c_W144,TTWHYNTSP_d_W144,TTSEEPOL_W144,TTPOLIDEO_W144,TTFREEEXP_W144,F_METRO,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_RACETHNMOD,F_MARITAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_INC_TIER2
202201017194,2,1,2,2,2,4,,,,2,,,,3,2,3,2,3,3,3,3,,,,,,2,2,1,2,,,,,3,1,5,,,,,3,3,3,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,3,2,3,2,,2,3,2,1,3,3,1
201801173997,1,1,1,2,2,2,3,,,2,2,,,3,3,1,2,1,1,2,2,,,,,,1,1,1,2,,,,,2,1,3,2,3,2,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,3,1,3,2,,,,,,2,2,2,2,,,,,1,1,5,,,,,2,1,2,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,3,1,2,,2,4,1,8,5,2,2
201901028681,2,1,1,2,2,1,4,,,1,2,,,2,3,2,1,1,2,3,3,1,1,2,2,2,1,1,1,1,3,2,1,3,2,1,4,3,3,3,2,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,2,3,3,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,3,1,2,,2,3,1,5,3,1,2
202001005382,2,1,2,1,1,2,,5,6,2,,2,2,3,3,3,1,1,1,2,2,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,4,2,1,3,3,1,1,2,2,2,2,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,2,2,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,5,,1,1,3,2,1,6,1,1,2,,2,4,1,9,4,1,2
201901022530,1,1,2,2,2,4,,,,2,,,,3,3,2,3,2,2,3,1,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,5,1,1,,1,2,1,9,3,1,3
201901001082,2,1,2,2,2,1,,,,1,,,,2,2,1,1,1,1,3,3,2,1,2,2,2,1,1,1,1,1,2,1,3,3,1,4,2,2,2,3,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,2,1,5,2,,2,3,1,6,1,1,2
201901029372,2,1,2,2,2,1,,,,2,,,,3,3,3,2,1,1,3,3,,,,,,1,2,1,1,,,,,2,1,5,,,,,2,3,1,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,1,1,1,,1,1,1,9,2,2,2
303834,2,1,2,2,2,3,,,,2,,,,3,3,2,2,2,2,3,2,,,,,,1,1,1,2,,,,,3,1,4,2,2,2,1,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,4,1,1,3,1,1,1,1,9,2,2,3
107612,2,1,2,2,2,6,,,,2,,,,3,3,3,2,1,1,3,3,,,,,,1,2,1,2,,,,,3,1,5,,,,,3,3,1,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,4,2,1,99,2,2,3,1,1,3,2,1
201801057956,2,1,2,1,2,3,,3,,2,,1,,1,2,3,1,1,3,3,1,,,,,,1,2,1,2,,,,,1,1,3,3,2,3,3,,,,,4,4,1,1,2,3,1,3,1,1,1,2,1,2,2,1,1,1,1,1,4,1,3,5,1,1,4,1,2,3,2,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,,2,3,1,2,3,1,1
202001008090,2,1,1,1,2,4,6,4,,2,2,2,,3,3,3,2,1,1,3,1,,,,,,1,1,1,2,,,,,2,1,4,3,2,3,1,,,,,4,2,2,3,3,3,1,2,1,3,1,,,,,,2,2,2,2,,,,,2,1,5,,,,,3,3,1,3,5,,1,3,3,2,1,3,3,3,2,,,,,,1,1,1,1,,,,,1,1,4,2,2,3,2,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,6,1,5,1,,1,1,1,3,2,1,2
202301000568,1,1,1,1,2,3,3,2,,1,1,1,,2,3,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,3,2,3,4,2,1,5,,,,,1,3,1,3,4,3,1,2,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,3,4,2,1,3,3,3,3,3,,,,,4,3,1,2,2,2,1,3,3,3,3,1,2,2,1,1,1,1,1,1,4,3,2,5,3,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,5,1,2,,2,4,3,6,5,1,2
702737,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,4,1,1,2,,2,4,3,6,5,2,2
202101011614,2,2,2,1,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,1,1,3,,,,,,1,1,1,1,,,,,2,1,5,,,,,3,3,3,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,2,1,6,2,,2,4,1,5,4,2,2
201801077098,2,1,2,1,2,4,,4,,2,,2,,3,3,3,2,1,1,3,1,,,,,,1,1,1,2,,,,,3,1,5,,,,,3,3,2,2,4,4,2,2,3,1,1,2,2,2,3,,,,,,2,2,1,1,,,,,3,1,5,,,,,2,2,2,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,6,1,1,3,1,1,2,1,9,3,1,3
201801183163,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,1,1,1,,1,1,3,9,1,1,2
201501664260,2,2,2,1,2,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,3,2,1,2,1,2,1,1,1,1,1,4,2,3,3,2,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,5,1,1,1,,1,1,1,9,1,2,2
202301000787,2,1,2,1,1,6,,3,5,2,,2,2,3,3,3,3,2,3,3,2,,,,,,2,1,1,2,,,,,2,2,,,,,,,,,,4,1,1,3,3,2,1,1,1,3,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,2,2,2,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,1,2,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,4,2,1,1,1,2,2,3,5,6,2,,2,4,1,9,4,1,2
201801139696,1,1,2,2,2,4,,,,2,,,,2,2,2,1,1,1,2,1,,,,,,1,1,1,2,,,,,2,1,5,,,,,3,2,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,6,1,6,3,1,1,1,1,9,2,2,3
201801087415,2,2,2,1,2,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,3,3,3,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,5,1,1,1,,1,1,1,9,1,2,3
202101001346,2,1,2,2,1,3,,,6,2,,,2,3,3,3,3,1,2,3,3,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,5,,1,1,2,1,3,2,1,1,1,,1,1,1,3,2,1,2
633392,2,2,2,2,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,3,1,1,1,2,2,2,2,2,1,1,1,1,4,3,2,5,2,2,,,,,,,,,,4,3,1,1,2,2,2,3,1,6,2,,2,4,1,1,4,2,1
202201017812,2,2,2,1,1,,,1,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,3,3,3,,,,,,1,2,1,2,,,,,1,1,4,2,2,2,1,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,2,2,4,2,2,,,,,,,,,,4,2,1,1,1,2,2,3,2,6,4,2,2,3,3,4,3,1,1
201801114897,2,1,1,1,2,1,3,3,,1,2,2,,2,3,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,4,1,5,3,1,5,,,,,3,3,3,3,5,,1,3,3,3,2,3,2,2,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,5,,1,3,3,3,3,3,3,3,3,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,1,2,1,,1,2,1,4,3,1,2
202101002483,2,1,2,1,1,2,,3,3,2,,2,2,3,3,3,1,1,3,3,3,,,,,,1,1,1,1,,,,,1,1,5,,,,,3,3,1,3,4,4,1,3,3,3,2,2,3,3,3,,,,,,1,2,2,2,,,,,3,1,5,,,,,2,3,1,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,2,3,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,5,,1,1,2,2,2,4,1,3,1,,1,2,3,4,3,1,2
201801072035,1,1,2,1,2,2,,6,,1,,2,,3,3,2,2,3,1,3,2,1,2,1,1,2,1,1,1,2,3,1,1,3,2,1,4,3,3,3,3,,,,,2,2,1,3,3,3,3,3,1,3,3,,,,,,2,2,2,2,,,,,3,1,5,,,,,3,3,3,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,6,4,1,3,2,2,3,1,6,3,2,2
202101011337,3,1,2,2,2,2,,,,1,,,,3,2,2,2,1,1,3,2,1,2,2,1,2,2,1,2,2,3,1,2,1,99,1,5,,,,,3,3,1,3,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,3,1,5,1,,1,1,1,4,2,2,2
201801140882,1,1,2,2,2,3,,,,2,,,,2,99,3,2,1,2,2,1,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,1,1,1,1,,1,2,1,2,3,3,1
201801135108,1,1,1,1,1,2,6,2,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,,,,,,1,1,1,2,,,,,3,1,5,,,,,2,1,1,2,4,4,2,2,3,3,2,2,3,2,1,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,4,1,3,3,3,1,2,3,2,3,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,5,,1,1,2,2,1,5,1,1,1,,1,2,1,9,3,1,3
202201038466,2,1,2,2,2,2,,,,1,,,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,5,,,,,2,2,2,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,2,6,2,,2,3,3,1,2,2,1
201801164185,1,1,2,1,1,2,,4,1,2,,2,1,3,3,3,2,1,2,3,2,,,,,,1,1,1,2,,,,,1,1,5,,,,,3,3,1,1,3,3,1,3,3,3,2,1,1,3,2,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,2,4,3,1,1,1,5,,,,,3,3,1,1,2,3,1,2,2,1,1,5,3,4,4,1,1,2,2,2,3,1,1
202201021023,2,1,2,2,2,2,,,,1,,,,1,1,2,1,1,1,1,3,1,1,2,1,2,1,1,1,1,3,2,3,3,2,1,5,,,,,1,1,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,2,2,1,2,,2,3,1,5,1,1,2
726794,1,1,1,1,1,2,6,6,5,2,2,2,2,3,3,2,1,1,1,2,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,1,1,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,2,2,2,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,4,2,3,3,3,1,2,3,3,2,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,4,4,1,1,4,1,2,4,2,1,2,,2,3,1,9,3,1,3
201501205082,2,1,2,1,2,5,,3,,2,,2,,3,3,3,2,1,2,3,3,,,,,,1,1,1,1,,,,,2,1,4,2,3,2,2,,,,,4,3,1,3,3,3,2,3,3,3,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,1,1,3,1,1,2,1,9,3,2,3
202101001263,3,2,1,1,1,,6,4,6,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,2,3,3,3,1,3,3,3,3,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,5,,1,3,3,3,1,2,3,3,3,,,,,,2,2,2,2,,,,,3,1,5,,,,,3,3,3,3,5,,2,1,2,2,2,4,3,1,3,2,2,3,1,7,3,1,2
202201045929,2,1,2,2,2,4,,,,2,,,,3,3,3,2,1,2,2,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,3,3,2,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,3,2,2,3,2,2,3,1,8,2,3,2
201801187890,2,1,1,1,2,2,2,2,,2,1,2,,3,3,2,2,1,2,3,2,,,,,,1,1,1,1,,,,,2,1,2,3,1,1,1,,,,,2,2,2,3,3,1,1,3,1,3,3,,,,,,1,1,1,1,,,,,3,1,4,3,3,3,2,,,,,4,2,2,1,1,2,1,3,1,2,1,1,1,2,1,1,1,1,1,1,3,4,3,3,3,1,3,1,1,1,1,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,4,1,2,3,1,1,2,1,6,3,2,2
202201010026,2,1,2,1,99,3,,3,,1,,1,,2,3,3,2,1,1,3,3,2,99,99,1,1,1,1,1,2,3,3,3,3,2,1,4,2,2,3,2,,,,,3,2,1,2,3,3,2,1,1,3,3,2,1,1,1,1,1,1,1,2,3,3,3,3,2,1,5,,,,,3,3,3,2,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,2,5,2,,2,3,1,4,3,2,2
202301001036,1,1,2,2,2,4,,,,2,,,,3,2,2,2,1,1,2,3,,,,,,1,1,1,2,,,,,2,1,4,3,2,3,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,6,5,2,2,,2,4,1,8,4,1,2
201801071852,2,1,1,1,1,1,4,2,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,1,1,1,1,,,,,4,3,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,3,1,1,5,,,,,3,3,3,3,3,4,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,1,4,1,1,1,1,,,,,3,3,1,1,1,2,1,5,3,6,4,2,2,4,1,2,4,1,1
201801164594,2,1,2,2,1,6,,,2,1,,,1,2,2,2,2,1,2,3,2,1,1,1,2,2,1,1,1,1,3,2,3,4,2,1,5,,,,,3,3,1,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,2,2,2,2,1,2,2,1,1,1,1,2,2,3,4,2,2,,,,,,,,,,4,4,1,1,2,2,3,2,3,6,2,,2,3,1,1,3,1,1
201901002286,1,1,2,2,2,4,,,,2,,,,3,2,3,1,2,2,3,3,,,,,,1,1,1,2,,,,,3,2,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,1,3,3,2,2,4,1,9,5,1,3
201801117181,2,1,2,1,2,3,,3,,2,,2,,3,3,2,2,1,2,3,2,,,,,,1,1,1,1,,,,,1,1,5,,,,,1,2,2,3,4,4,2,3,3,2,2,1,2,2,3,,,,,,2,2,2,2,,,,,2,1,5,,,,,3,3,3,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,1,1,4,1,1,1,1,1,2,2,1
201801173982,2,2,2,1,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,3,1,1,1,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,6,5,2,3,2,2,4,1,9,4,1,3
201801032061,2,1,2,1,2,1,,2,,2,,2,,2,3,2,2,1,1,1,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,3,2,3,3,4,1,3,3,1,1,1,1,1,1,,,,,,1,1,1,1,,,,,2,1,3,3,1,3,1,,,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,5,2,2,,2,3,3,3,3,1,1
202201024222,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,1,2,4,1,1,1,1,3,2,1,2
201501652961,2,1,2,2,1,3,,,5,2,,,2,3,3,3,2,2,1,3,2,,,,,,1,2,1,2,,,,,2,1,5,,,,,3,3,1,2,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,3,2,,,,,,1,1,1,2,,,,,3,2,,,,,,,,,,3,1,1,1,2,1,2,3,1,3,3,2,2,3,2,8,3,2,2
202001001367,2,2,2,1,2,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,3,2,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,5,1,3,2,,2,4,2,4,4,1,2
201801180095,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,1,1,3,2,2,4,1,9,5,2,3
202001021297,2,1,2,2,2,2,,,,2,,,,3,3,2,1,1,2,3,1,,,,,,1,1,1,2,,,,,2,1,5,,,,,3,3,2,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,3,1,1,2,,2,4,1,5,4,2,2
201801133329,2,1,2,2,2,4,,,,2,,,,3,3,3,2,1,2,3,2,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,2,2,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,5,1,1,1,,1,2,1,2,3,2,2
